Name,item_category,item_brand,item_weight,item_type
шоколад lindt ле гранд тем.лес.ор.150г,"Хлеб, сладости, снеки",lindt,0.15 кг,шоколад
кофе lavazza gran espresso в зернах 1кг,"Чай, кофе, сахар",lavazza,1.026 кг,кофе
кофе lavazza super crema в зернах 1кг,"Чай, кофе, сахар",lavazza,1.026 кг,кофе
кофе lavazza crema aroma в зернах 1кг,"Чай, кофе, сахар",lavazza,1.028 кг,кофе
кофе lavazza grande ristorazione в зернах 1кг,"Чай, кофе, сахар",lavazza,1.024 кг,кофе
кофе lavazza blue caffe crema dolce в капсулах 9г*100шт,"Чай, кофе, сахар",lavazza,1.116 кг,кофе
кофе lavazza blue very b magnifico в капсулах 9г*100шт,"Чай, кофе, сахар",lavazza,1.16 кг,кофе
кофе lavazza blue espresso delicato в капсулах 8г*100шт,"Чай, кофе, сахар",lavazza,1.06 кг,кофе
"сыр galbani burrata mini 50%, 125г","Молоко, сыр, яйца",galbani,0.125 кг,сыр
"сыр galbani burrata 50%, 200г","Молоко, сыр, яйца",galbani,0.2 кг,сыр
"сыр село зеленое голландский 45%, 250г","Молоко, сыр, яйца",село зеленое,0.25 кг,сыр
"сыр село зеленое российский 50%, 250г","Молоко, сыр, яйца",село зеленое,0.25 кг,сыр
"сыр село зеленое тильзитер 50%, 250г","Молоко, сыр, яйца",село зеленое,0.25 кг,сыр
"зубная паста colgate древние секреты ""забота о деснах"" с натуральными экстрактами, 75мл","Красота, гигиена, бытовая химия",colgate,0.124 кг,зубная паста
"зубная паста colgate древние секреты ""безопасное отбеливание"" с морскими водорослями и солью, 75мл","Красота, гигиена, бытовая химия",colgate,0.128 кг,зубная паста
"зубная паста colgate древние секреты ""безупречная свежесть"" с натуральными экстрактами, 75г","Красота, гигиена, бытовая химия",colgate,0.145 кг,зубная паста
"зубная паста colgate optic white экстра сила отбеливающая, 75мл","Красота, гигиена, бытовая химия",colgate,0.131 кг,зубная паста
